source_dataset,source_file,source_atom,source_entry_id,source_kind,detail_url,atom_updated,published_date,contract_folder_id,contract_title,status_code,contract_type_code,buyer_name,buyer_dir3,buyer_nif,buyer_platform_id,cpv_codes_raw,cpv_code_list,is_cpv_71,estimated_overall_amount,total_amount,tax_exclusive_amount,procedure_code,result_code,award_date,received_tender_quantity,winning_party_name,winning_party_nif
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16391044,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=MinBHAX%2BLAHVGIpKDxgsAQ%3D%3D,2024-12-30T16:56:00.328+01:00,,010/2024,Actualización del Proyecto de Urbanización Hoya Viciosa,PUB,2,"Consejo de Administración de Gestión y Promoción Integral de Vega de San Mateo, SAU",,A35728914,111703060214066,"71300000, 71000000","['71300000', '71000000']",True,5347603.0,5721935.0,5347603.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395860,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=13otdfMwZHGAAM7L03kM8A%3D%3D,2024-12-30T16:05:55.456+01:00,,AS.EU 03/2024,"Servicios consistentes en la redacción del proyecto, la dirección facultativa, así como la coordinación de seguridad y salud y ejecución de las obras de instalación de protección ultravioleta en vidrieras y de vidrios electrocromáticos en el Museo Elder.",PUB,3,Director Gerente de la Fundación Canaria Museo de la Ciencia y la Tecnología de las Palmas de Gran Canaria,,G35497247,51343320178092,"45321000, 71000000","['45321000', '71000000']",True,149760.0,1602432.0,149760.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395862,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=n%2FszjUbbiSdJ8Trn0ZPzLw%3D%3D,2024-12-30T16:04:13.647+01:00,,AS.EU 02/2024,"Servicios consistentes en la redacción del proyecto, la dirección facultativa, así como la coordinación de seguridad y salud y ejecución de las obras de instalación de generación de energía eléctrica en baja tensión mediante tecnología fotovoltaica destinada a consumo para el Museo Elder.",PUB,3,Director Gerente de la Fundación Canaria Museo de la Ciencia y la Tecnología de las Palmas de Gran Canaria,,G35497247,51343320178092,"45310000, 71000000","['45310000', '71000000']",True,1825032.0,19527842.0,1825032.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395864,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=yLGivhilMDTLIx6q1oPaMg%3D%3D,2024-12-30T15:56:26.237+01:00,,AS.EU 01/2024,"Servicios consistentes en la redacción del proyecto, la dirección facultativa, así como la coordinación de seguridad y salud y ejecución de las obras de mejora de las instalaciones de climatización del Museo Elder.",PUB,3,Director Gerente de la Fundación Canaria Museo de la Ciencia y la Tecnología de las Palmas de Gran Canaria,,G35497247,51343320178092,"45331000, 71000000","['45331000', '71000000']",True,34733317.0,37164649.0,34733317.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15119472,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=sTOaZ%2Bvk%2BhE36J9Lctlsuw%3D%3D,2024-12-30T15:48:27.517+01:00,,URB01-24-S,Concurso del proyecto Paseo Guiniguada de la Cultura y Las Artes Canarias,EV,2,"Área de Gobierno de Planificación, Desarrollo Urbano y Vivienda, Limpieza, Vías y Obras y Alumbrado del Ayuntamiento de Las Palmas de Gran Canaria",L01350167,P3501700C,31383550182115,"71200000, 71240000, 71242000","['71200000', '71240000', '71242000']",True,168292175.0,120054.0,112200.0,8,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15708862,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XrADoc%2BiQRbpxJFXpLZ%2B2A%3D%3D,2024-12-30T15:44:23.906+01:00,,300/2024/00767,Servicios de coordinación de seguridad y salud para los servicios de mantenimiento y nuevas instalaciones de la D.G. de Policía Municipal,EV,2,"Área de Gobierno de Vicealcaldía, Portavoz, Seguridad y Emergencias del Ayuntamiento de Madrid",L01280796,P2807900B,31606280204388,71317200,['71317200'],True,1215256.0,5881839.0,4861024.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16225012,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=84NoAo1LPV6OUi78BmzhOQ%3D%3D,2024-12-30T15:24:28.723+01:00,,IAF-2024-470,"Servicio de prevención ajeno para esta entidad de derecho público en las especialidades de seguridad, higiene y ergonomía en el centro de trabajo y vigilancia de la salud del personal que lo integra, tanto individual como colectiva.",ADJ,2,Instituto Aragonés de Fomento (IAF),A02003510,Q5095004G,40997780143538,"71317200, 85142300, 80560000, 71317210, 85148000","['71317200', '85142300', '80560000', '71317210', '85148000']",True,24255.0,1536573.0,140712.0,9,8,2024-12-30,3,ASPY PREVENCION.S.L.U.,B98844574
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15828931,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XFsv7vqe%2BkSExvMJXBMHHQ%3D%3D,2024-12-30T15:21:45.129+01:00,,G594/2024 URBANISMO,AsesoramIento técnico urbanístico do Concello de Sober,RES,2,Alcaldía del Ayuntamiento de Sober,L01270594,P2705900E,31094190153179,"71210000, 71410000","['71210000', '71410000']",True,10909091.0,132000.0,10909091.0,9,3,2024-11-26,1,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395880,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=EgbNQIU9CvCcTfjQf3USOg%3D%3D,2024-12-30T15:15:50.414+01:00,,300/2021/00399-9,Contrato basado de servicios de apoyo a la dirección facultativa de obras para la ejecución de las obras de regeneración urbana en el APIRU 17.01 “calle Escolar en el entorno del Centro Sagunto” (Villaverde),ADJ,2,Área de Gobierno de Políticas de Vivienda del Ayuntamiento de Madrid,L01280796,P2807900B,31606290204389,"71000000, 71310000, 71242000","['71000000', '71310000', '71242000']",True,2449966.0,2964462.0,2449966.0,1,8,2024-12-30,1,"CPS INFRAESTRUCTURAS MOVILIDAD Y MEDIO AMBIENTE, S.L.",B97500433
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16142158,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=8leSYmQCxG5PpzdqOdhuWg%3D%3D,2024-12-30T15:07:42.957+01:00,,Cont Menor Proced Abierto PPT 6/2024,Servicio de asistencia técnica para la redacción del Pliego de Prescripciones Técnicas que ha de incorporarse al respectivo Pliego de Cláusulas Administrativas Particulares para el diseño de la actuación “Adecuación del entorno paisajístico vinculado al patrimonio hidráulico”,RES,2,Presidencia de la Comarca Ribera Baja del Ebro,L06020014,P5000033J,31047000148460,71242000,['71242000'],True,15000.0,18150.0,15000.0,1,9,2024-12-30,3,Sylvahabitat 2000 S.L.P,B10682318
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395889,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gXPLDOYei6Etm4eBPtV6eQ%3D%3D,2024-12-30T15:04:05.370+01:00,,EMVI/2024/0108/01,"Servicios de Redacción del Estudio de Seguridad y Salud y Coordinación de Seguridad y Salud durante la ejecución de las obras del edificio para 32 viviendas protegidas y aparcamientos en régimen de venta sito en la parcela E2 de la UE-2 del Sector API-DBP-01 ""Cuartel Su Eminencia”, Sevilla, propiedad de EMVISESA",PUB,2,"Gerencia de la Empresa Municipal de la Vivienda, Suelo y Equipamiento de Sevilla S.A. (EMVISESA)",,A41047267,51053920149152,"71317210, 71317200","['71317210', '71317200']",True,171325.0,1884575.0,15575.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16142286,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=U%2F3C9UTexcycCF8sV%2BqtYA%3D%3D,2024-12-30T15:00:22.434+01:00,,Cont Menor Proced Abierto PPT 5/2024,Servicio de asistencia técnica para la redacción del Pliego de Prescripciones Técnicas que ha de incorporarse al respectivo Pliego de Cláusulas Administrativas Particulares para la “Creación y puesta en marcha de un plan de infraestructura ciclista para una movilidad turística sostenible”,RES,2,Presidencia de la Comarca Ribera Baja del Ebro,L06020014,P5000033J,31047000148460,71242000,['71242000'],True,15000.0,18150.0,15000.0,1,9,2024-12-30,3,Cala y Pedal S coop,F99349284
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395903,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=cUUfFFThQH2FlFRHfEzEaw%3D%3D,2024-12-30T14:57:16.534+01:00,,2024/AR45U/00002476E,Jefatura de Mantenimiento (ARPAL).- Asistencia Técnica de ingeniería para los BAM,PUB,2,Intendente de las Palmas,E02905402,S3515002H,10000140000586,"71356200, 50640000","['71356200', '50640000']",True,134450.0,67225.0,67225.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16116773,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=xTmFMFW%2Fjpni0Kd8%2Brcp6w%3D%3D,2024-12-30T14:55:33.532+01:00,,7974/2024,trabajos de mantenimiento catastral de los municipios incluidos en el convenio suscrito entre la Diputación de Castellón y la Dirección General del Catastro,EV,2,Junta de Gobierno de la Diputación Provincial de Castellón,L02000012,P1200000F,30495830087963,71354300,['71354300'],True,1076472.0,27136065.0,224265.0,1,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15813034,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ltMHR6U8J5E%2Bk2oCbDosIw%3D%3D,2024-12-30T14:53:27.313+01:00,,2024/MPL/007,Asistencia técnica para el control y supervisión de la ejecución de las obras de nuevos viales en el Puerto Exterior.,RES,2,Presidencia de la Autoridad Portuaria de A Coruña,EA0001310,Q1567003G,50369610070121,"71520000, 71541000","['71520000', '71541000']",True,10598117.0,10686434.0,8831764.0,9,9,2024-11-29,8,NOEGA SL - TEMHA SL,B15720196
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16143766,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=7zPNDo9DErW2gkLQ8TeYKA%3D%3D,2024-12-30T14:53:07.775+01:00,,3739/2024,Contrato del servicio de inspección técnica de vehículos municipales del Ayuntamiento de Teror.,EV,2,Concejalia Delegada de Contratación del Ayuntamiento de Teror,L01350271,P3502700B,31039930147753,"71631000, 71631200","['71631000', '71631200']",True,2971641.0,1273072.0,1189787.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15310869,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=cPvJo7ngAO8IYE3ZiZ%2BxmQ%3D%3D,2024-12-30T14:47:36.120+01:00,,6006/2024,"Redacción de los proyectos básico y de ejecución “ADAPTACIÓN DE EDIFICIO PARA MUSEO DEL TURISMO”, que definirá las obras necesarias para poder llevar a cabo la construcción del edificio diseñado",PUB,2,Alcaldía del Ayuntamiento de Zafra,L01061588,P0615800J,31075050151265,"71221000, 71317210, 71240000","['71221000', '71317210', '71240000']",True,2717064.0,3287648.0,2717064.0,9,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395926,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=cswxSNJATjO7JOCXkOhcDg%3D%3D,2024-12-30T14:40:35.669+01:00,,S-06709-2024,Control de calidad y análisis mediante IA de los programas de RNE,PUB,2,Dirección de Compras de la Corporación de Radio y Televisión Española S.A.,EA0008275,A84818558,50485810086581,"71700000, 72500000","['71700000', '72500000']",True,10800.0,6534.0,5400.0,1,,,,,
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15965114,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=7JRocuASXOLzAq95uGTrDQ%3D%3D,2024-12-30T14:38:09.671+01:00,,20240927-00541,Servicios de laboratorio de control de calidad de ensayos de carril y soldaduras eléctricas.,RES,2,Ineco-Comité de Dirección,EA0003340,A28220168,51600030203763,"71600000, 71632000, 71630000","['71600000', '71632000', '71630000']",True,57057.0,3451949.0,285285.0,1,9,2024-11-28,1,UNIVERSIDAD DE CANTABRIA,Q3918001C
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/15731388,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=EpWIxJlK9MHLIx6q1oPaMg%3D%3D,2024-12-30T14:35:33.523+01:00,,59/2024,Proyecto de Reurbanización de Rotonda Central en la Gran Plaza,RES,3,Comisión Ejecutiva de la Gerencia de Urbanismo de Sevilla,LA0002806,P9109105H,31050660148826,"45111100, 45233294, 45233252, 34928470, 45232121, 45233200, 45231400, 45233223, 45316000, 45111000, 45233222, 71421000","['45111100', '45233294', '45233252', '34928470', '45232121', '45233200', '45231400', '45233223', '45316000', '45111000', '45233222', '71421000']",True,34574514.0,41835162.0,34574514.0,9,9,2024-11-28,10,MOVICONTEX S.L,B11300282
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/11112370,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=QfNrVYfNG1kSugstABGr5A%3D%3D,2024-12-30T14:33:28.258+01:00,,P9100010I-2021/000010-PEA,"Contratación ajena de los servicios de prevención de riesgos laborales, coordinación de empresas,  recurso preventivo y control de las medidas del plan de autoprotección.",RES,2,Presidencia de Casa de la Provincia,L02000041,P9100010I,31056170149377,71317200,['71317200'],True,35800.0,2060878.0,17900.0,9,9,2022-12-23,5,QUIRON PREVENCION S.L.U,B64076482
agent1_sample,data\synthetic\agent1_sample\licitacionesPerfilesContratanteCompleto3_2024_sample.zip,sample.atom,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/16395934,entry,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=acuNil7dtkAIYE3ZiZ%2BxmQ%3D%3D,2024-12-30T14:33:11.813+01:00,,300/2021/00399-16,Contrato basado de servicios de apoyo a la dirección facultativa de obras para la ejecución de las obras de regeneración urbana en el APIRU 17.01 “calle Escolar en el entorno del Centro Sagunto” (Villaverde),ADJ,2,Área de Gobierno de Políticas de Vivienda del Ayuntamiento de Madrid,L01280796,P2807900B,31606290204389,"71310000, 71242000, 71000000","['71310000', '71242000', '71000000']",True,1706136.0,2064425.0,1706136.0,1,8,2024-12-30,1,"CPS INFRAESTRUCTURAS MOVILIDAD Y MEDIO AMBIENTE, S.L.",B97500433
